DATE,daily_demand,national_temp_avg,lag_1,lag_7,lag_14,lag_30,roll_mean_7,roll_std_7,diff_1,pct_change_7,HDD,CDD,temp_lag_1,temp_lag_3,day_of_week,month,year,dow_sin,dow_cos,month_sin,month_cos
2009-02-11,1967843,2.21875,1958606.0,1981996.0,1912747.0,1897048.0,1906123.142857143,109094.9449140957,9237.0,-0.007140781313383027,15.78125,0.0,2.6125,0.5,2,2,2009,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2009-02-12,1985618,0.9142857142857144,1967843.0,1992887.0,1892484.0,1895968.0,1905084.7142857143,108162.0382446547,17775.0,-0.0036474722350038347,17.085714285714285,0.0,2.21875,1.3875,3,2,2009,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
2009-02-13,1903007,2.307142857142857,1985618.0,1962973.0,1876536.0,1939906.0,1896518.142857143,105145.70791276377,-82611.0,-0.030548560780000567,15.692857142857143,0.0,0.9142857142857144,2.6125,4,2,2009,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2009-02-14,1715462,2.3875,1903007.0,1762074.0,1685283.0,1903064.0,1889859.2857142857,115995.28440374116,-187545.0,-0.026452918549391247,15.6125,0.0,2.307142857142857,2.21875,5,2,2009,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
2009-02-15,1624436,4.88125,1715462.0,1733341.0,1707371.0,1846486.0,1874301.4285714286,144329.86202198672,-91026.0,-0.06282952979246437,13.11875,0.0,2.3875,0.9142857142857144,6,2,2009,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2009-02-16,1805956,7.521428571428571,1624436.0,1965138.0,1962778.0,1625433.0,1851561.142857143,140111.0423704814,181520.0,-0.0810029626418094,10.478571428571428,0.0,4.88125,2.307142857142857,0,2,2009,0.0,1.0,0.8660254037844386,0.5000000000000001
2009-02-17,1814477,7.95,1805956.0,1958606.0,1977403.0,1606304.0,1830971.2857142857,132120.94323978835,8521.0,-0.0735875413431798,10.05,0.0,7.521428571428571,2.3875,1,2,2009,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
2009-02-18,1813533,7.54375,1814477.0,1967843.0,1981996.0,1887255.0,1808927.0,117547.32080031958,-944.0,-0.07841580857822494,10.45625,0.0,7.95,4.88125,2,2,2009,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2009-02-19,1797965,7.792857142857143,1813533.0,1985618.0,1992887.0,1915537.0,1782119.4285714286,88293.23353246789,-15568.0,-0.09450609331704285,10.207142857142857,0.0,7.54375,7.521428571428571,3,2,2009,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
2009-02-20,1758203,6.242857142857143,1797965.0,1903007.0,1962973.0,1930579.0,1761433.142857143,70399.93399482712,-39762.0,-0.07609220565137176,11.757142857142856,0.0,7.792857142857143,7.95,4,2,2009,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2009-02-21,1552039,7.192857142857143,1758203.0,1715462.0,1762074.0,1892785.0,1738087.0,106187.0744033054,-206164.0,-0.09526471586080021,10.807142857142857,0.0,6.242857142857143,7.54375,5,2,2009,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
2009-02-22,1516491,7.828571428571428,1552039.0,1624436.0,1733341.0,1865658.0,1722666.2857142857,130497.64814830133,-35548.0,-0.06645075583156246,10.17142857142857,0.0,7.192857142857143,7.792857142857143,6,2,2009,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2009-02-23,1758057,8.5625,1516491.0,1805956.0,1965138.0,1707217.0,1715823.5714285714,126600.01580681364,241566.0,-0.02652279457528317,9.4375,0.0,7.828571428571428,6.242857142857143,0,2,2009,0.0,1.0,0.8660254037844386,0.5000000000000001
2009-02-24,1777045,8.007142857142856,1758057.0,1814477.0,1958606.0,1635835.0,1710476.142857143,122461.41121108012,18988.0,-0.020629635977750027,9.992857142857144,0.0,8.5625,7.192857142857143,1,2,2009,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
2009-02-25,1770424,8.307142857142857,1777045.0,1813533.0,1967843.0,1878763.0,1704317.7142857143,117394.1576409909,-6621.0,-0.023770728186363277,9.692857142857143,0.0,8.007142857142856,7.828571428571428,2,2,2009,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2009-02-26,1761180,7.742857142857143,1770424.0,1797965.0,1985618.0,1913703.0,1699062.7142857143,113253.79296770219,-9244.0,-0.02045924142016109,10.257142857142856,0.0,8.307142857142857,8.5625,3,2,2009,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
2009-02-27,1693555,9.525,1761180.0,1758203.0,1903007.0,1912747.0,1689827.2857142857,110222.6831354197,-67625.0,-0.03676936053459123,8.475,0.0,7.742857142857143,8.007142857142856,4,2,2009,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
